id,year,quarter,level,entity_name,count,amount,state_name
1332,2019,3,district,spsr nellore,4150195,8256600118.735449,andhra-pradesh
1333,2019,3,district,prakasam,3430750,7354502261.150911,andhra-pradesh
1334,2019,3,district,ysr,3296586,7447544274.2117815,andhra-pradesh
1335,2019,3,pincode,530001,2944756,6693257653.901131,andhra-pradesh
1336,2019,3,pincode,520001,1905190,4414503365.699517,andhra-pradesh
1337,2019,3,pincode,517501,1434209,2203932856.2972074,andhra-pradesh
1338,2019,3,pincode,530016,1196020,1658162548.562835,andhra-pradesh
1339,2019,3,pincode,517507,1060513,1854927351.7366562,andhra-pradesh
1340,2019,3,pincode,522001,1003916,2216532548.7258,andhra-pradesh
1341,2019,3,pincode,515001,868052,1667826831.8650486,andhra-pradesh
1342,2019,3,pincode,530003,858005,970993081.1712441,andhra-pradesh
1343,2019,3,pincode,530017,799271,911939243.0618924,andhra-pradesh
1344,2019,3,pincode,530026,711726,1095056835.9858122,andhra-pradesh
1345,2019,4,district,visakhapatnam,23594874,39133296330.04462,andhra-pradesh
1346,2019,4,district,krishna,11719402,23039786404.046635,andhra-pradesh
1347,2019,4,district,chittoor,11246986,19298476027.875484,andhra-pradesh
1348,2019,4,district,guntur,9761330,18565626418.035915,andhra-pradesh
1349,2019,4,district,east godavari,9285739,16816774065.301317,andhra-pradesh
1350,2019,4,district,kurnool,7001958,13233105728.54823,andhra-pradesh
1351,2019,4,district,anantapur,6764112,13887248889.064064,andhra-pradesh
1352,2019,4,district,spsr nellore,5877804,11786014089.194025,andhra-pradesh
1353,2019,4,district,prakasam,4865473,10604077824.801035,andhra-pradesh
1354,2019,4,district,ysr,4793157,10865073855.730782,andhra-pradesh
1355,2019,4,pincode,530001,4185063,9160387223.4497,andhra-pradesh
1356,2019,4,pincode,520001,2544877,5933007156.535349,andhra-pradesh
1357,2019,4,pincode,517501,1920211,3073084029.9256625,andhra-pradesh
1358,2019,4,pincode,530016,1591033,2295184224.145106,andhra-pradesh
1359,2019,4,pincode,530026,1438154,2509394595.5414515,andhra-pradesh
1360,2019,4,pincode,517507,1406768,2478459132.7705936,andhra-pradesh
1361,2019,4,pincode,522001,1324202,2927313967.683236,andhra-pradesh
1362,2019,4,pincode,515001,1202983,2376869516.684207,andhra-pradesh
1363,2019,4,pincode,530003,1131832,1339103327.887921,andhra-pradesh
1364,2019,4,pincode,530017,1084796,1266927471.3317952,andhra-pradesh
1365,2020,1,district,visakhapatnam,27115031,48809747614.678894,andhra-pradesh
1366,2020,1,district,chittoor,13257740,23441848567.344193,andhra-pradesh
1367,2020,1,district,krishna,12175289,24481702770.714714,andhra-pradesh
1368,2020,1,district,guntur,11493331,22992734620.64621,andhra-pradesh
1369,2020,1,district,east godavari,11346242,21854701379.428688,andhra-pradesh
1370,2020,1,district,anantapur,8466129,17864325752.82528,andhra-pradesh
1371,2020,1,district,kurnool,8246869,17022710311.813044,andhra-pradesh
1372,2020,1,district,spsr nellore,7430247,15387829694.446861,andhra-pradesh
1373,2020,1,district,prakasam,6318396,14169104764.526735,andhra-pradesh
1374,2020,1,district,ysr,6031255,14059924636.819914,andhra-pradesh
1375,2020,1,pincode,530026,6695271,15258657486.862274,andhra-pradesh
1376,2020,1,pincode,517501,2196548,3731404465.729061,andhra-pradesh
1377,2020,1,pincode,530016,1661816,2593325339.0472875,andhra-pradesh
1378,2020,1,pincode,517507,1554974,2719620696.0325623,andhra-pradesh
1379,2020,1,pincode,515001,1346804,2696427930.6755033,andhra-pradesh
1380,2020,1,pincode,530003,1159480,1519955258.5314608,andhra-pradesh
1381,2020,1,pincode,524002,1125194,2653339803.95633,andhra-pradesh
1382,2020,1,pincode,530017,1104748,1412381495.9440272,andhra-pradesh
1383,2020,1,pincode,520010,1098395,2059547223.1742206,andhra-pradesh
1384,2020,1,pincode,522001,1058410,2575723775.0488396,andhra-pradesh
1385,2020,2,district,visakhapatnam,25300401,48293889917.41437,andhra-pradesh
1386,2020,2,district,chittoor,14848197,27361300300.01902,andhra-pradesh
1387,2020,2,district,east godavari,13130334,26319906327.32029,andhra-pradesh
1388,2020,2,district,krishna,12313709,26964149095.36629,andhra-pradesh
1389,2020,2,district,guntur,12308707,27463593607.83911,andhra-pradesh
1390,2020,2,district,anantapur,10473739,22094006659.412506,andhra-pradesh
1391,2020,2,district,kurnool,9821381,22419372061.805172,andhra-pradesh
1392,2020,2,district,spsr nellore,9454274,20665376460.772232,andhra-pradesh
1393,2020,2,district,prakasam,8844580,19846026726.90433,andhra-pradesh
1394,2020,2,district,ysr,8033609,19597207268.132023,andhra-pradesh
1395,2020,2,pincode,530026,4994637,12817902607.017586,andhra-pradesh
1396,2020,2,pincode,517501,1708935,3203679955.4885287,andhra-pradesh
1397,2020,2,pincode,517507,1575118,2854711069.441047,andhra-pradesh
1398,2020,2,pincode,524002,1553283,3993963025.6852684,andhra-pradesh
1399,2020,2,pincode,530016,1067022,1893629834.0393307,andhra-pradesh
1400,2020,2,pincode,516001,1066066,2616099329.3322473,andhra-pradesh
1401,2020,2,pincode,515001,1026587,2447755903.073549,andhra-pradesh
1402,2020,2,pincode,518002,979822,2015820866.3250332,andhra-pradesh
1403,2020,2,pincode,522001,963666,2678051229.473872,andhra-pradesh
1404,2020,2,pincode,520002,956641,2767045048.1995325,andhra-pradesh
1405,2020,3,district,visakhapatnam,34421299,67628440368.111465,andhra-pradesh
1406,2020,3,district,chittoor,20501863,42811566246.16463,andhra-pradesh
1407,2020,3,district,krishna,19110457,44788458672.084435,andhra-pradesh
1408,2020,3,district,east godavari,17972431,39300043804.75851,andhra-pradesh
1409,2020,3,district,guntur,17601395,42531195809.75448,andhra-pradesh
1410,2020,3,district,spsr nellore,16468209,39128324534.03021,andhra-pradesh
1411,2020,3,district,anantapur,14447683,34102037972.657852,andhra-pradesh
1412,2020,3,district,kurnool,13243292,32529351107.17173,andhra-pradesh
1413,2020,3,district,prakasam,12266310,31221704852.44969,andhra-pradesh
1414,2020,3,district,ysr,11934653,32037007334.12973,andhra-pradesh
1415,2020,3,pincode,524002,5194663,13718743729.17845,andhra-pradesh
1416,2020,3,pincode,530026,4159532,10383207817.795242,andhra-pradesh
1417,2020,3,pincode,517501,2735691,5544720473.076229,andhra-pradesh
1418,2020,3,pincode,516001,2534360,6637577271.358326,andhra-pradesh
1419,2020,3,pincode,517507,2306174,4594510974.325968,andhra-pradesh
1420,2020,3,pincode,520002,2238996,6543183825.055463,andhra-pradesh
1421,2020,3,pincode,530016,1921871,3560898943.243418,andhra-pradesh
1422,2020,3,pincode,515001,1669413,4116758527.095812,andhra-pradesh
1423,2020,3,pincode,522001,1625687,4701116488.838855,andhra-pradesh
1424,2020,3,pincode,518002,1514873,3352462441.2241564,andhra-pradesh
1425,2020,4,district,visakhapatnam,46551467,91879823025.40399,andhra-pradesh
1426,2020,4,district,chittoor,29590411,61505711149.79541,andhra-pradesh
1427,2020,4,district,krishna,27981050,64461504667.60722,andhra-pradesh
1428,2020,4,district,guntur,26136538,60641872021.25432,andhra-pradesh
1429,2020,4,district,east godavari,25989490,58732615663.11841,andhra-pradesh
1430,2020,4,district,anantapur,20996384,49732610814.26222,andhra-pradesh
1431,2020,4,district,spsr nellore,20934374,49115443663.37911,andhra-pradesh
1432,2020,4,district,kurnool,18737323,44718203115.22612,andhra-pradesh
1433,2020,4,district,prakasam,16176867,41852443493.515396,andhra-pradesh
1434,2020,4,district,ysr,15676878,42572974713.440254,andhra-pradesh
1435,2020,4,pincode,524002,5029692,12810644736.250324,andhra-pradesh
1436,2020,4,pincode,530026,4235146,9849636860.464972,andhra-pradesh
1437,2020,4,pincode,517501,4125544,7866883789.381668,andhra-pradesh
1438,2020,4,pincode,517507,3420778,6749696775.855953,andhra-pradesh
1439,2020,4,pincode,516001,3119905,8005247952.077286,andhra-pradesh
1440,2020,4,pincode,530016,2981818,5591062751.070802,andhra-pradesh
1441,2020,4,pincode,515001,2821800,6442101736.915546,andhra-pradesh
1442,2020,4,pincode,518002,2219953,4809927717.539759,andhra-pradesh
1443,2020,4,pincode,520010,2170458,4679865894.241622,andhra-pradesh
1444,2020,4,pincode,530017,2027751,3252434512.586547,andhra-pradesh
1445,2021,1,district,visakhapatnam,48248923,95308386037.84721,andhra-pradesh
1446,2021,1,district,krishna,29717175,69715406644.53484,andhra-pradesh
1447,2021,1,district,chittoor,29342609,60947491846.66088,andhra-pradesh
1448,2021,1,district,guntur,27445045,64207987853.108406,andhra-pradesh
1449,2021,1,district,east godavari,26190701,60027984987.96951,andhra-pradesh
1450,2021,1,district,spsr nellore,22541428,52210333201.53073,andhra-pradesh
1451,2021,1,district,anantapur,20102957,48353870395.01808,andhra-pradesh
1452,2021,1,district,kurnool,17918524,44941629659.56964,andhra-pradesh
1453,2021,1,district,west godavari,16015685,42124030669.36127,andhra-pradesh
1454,2021,1,district,ysr,15374473,42570919448.50447,andhra-pradesh
1455,2021,1,pincode,524002,7269657,16698428355.239132,andhra-pradesh
1456,2021,1,pincode,530026,5875319,13567044097.312927,andhra-pradesh
1457,2021,1,pincode,517501,4354325,8224302893.470669,andhra-pradesh
1458,2021,1,pincode,520002,3591058,9183853695.408499,andhra-pradesh
1459,2021,1,pincode,517507,3378549,6593121540.981036,andhra-pradesh
1460,2021,1,pincode,530016,3144495,5679150412.005564,andhra-pradesh
1461,2021,1,pincode,516001,2941623,7434205012.068323,andhra-pradesh
1462,2021,1,pincode,515001,2815993,6225481722.602297,andhra-pradesh
1463,2021,1,pincode,522001,2584588,6753205746.899624,andhra-pradesh
1464,2021,1,pincode,520010,2291676,4716738889.930448,andhra-pradesh
1465,2021,2,district,visakhapatnam,54390299,114439012713.35336,andhra-pradesh
1466,2021,2,district,krishna,36370960,90021923049.96454,andhra-pradesh
1467,2021,2,district,chittoor,34344902,73654690122.43158,andhra-pradesh
1468,2021,2,district,guntur,32968819,82356914463.83287,andhra-pradesh
1469,2021,2,district,east godavari,31717908,74604325863.66068,andhra-pradesh
1470,2021,2,district,spsr nellore,30290406,72283071757.09679,andhra-pradesh
1471,2021,2,district,anantapur,25123346,60987487571.27992,andhra-pradesh
1472,2021,2,district,kurnool,21972396,56659287474.995804,andhra-pradesh
1473,2021,2,district,west godavari,20950964,57233116236.18796,andhra-pradesh
1474,2021,2,district,prakasam,19944047,54535328043.04135,andhra-pradesh
1475,2021,2,pincode,524002,11023032,25519404146.52658,andhra-pradesh
1476,2021,2,pincode,530026,7850540,19042845773.20165,andhra-pradesh
1477,2021,2,pincode,520002,5441708,14948864290.86964,andhra-pradesh
1478,2021,2,pincode,517501,4614209,9215678010.439575,andhra-pradesh
1479,2021,2,pincode,517507,3834825,7940105016.380435,andhra-pradesh
1480,2021,2,pincode,522001,3427039,9832657321.439524,andhra-pradesh
1481,2021,2,pincode,515001,3052771,7213837063.020088,andhra-pradesh
1482,2021,2,pincode,530016,2892664,5705916880.595729,andhra-pradesh
1483,2021,2,pincode,516001,2613562,7256266063.657529,andhra-pradesh
1484,2021,2,pincode,518002,2553688,5906664130.524334,andhra-pradesh
1485,2021,3,district,visakhapatnam,69220981,136945652159.26517,andhra-pradesh
1486,2021,3,district,krishna,44828275,104417897558.58972,andhra-pradesh
1487,2021,3,district,chittoor,42628568,89371931753.04831,andhra-pradesh
1488,2021,3,district,guntur,41675093,96525353090.12305,andhra-pradesh
1489,2021,3,district,east godavari,39572714,89380370072.7078,andhra-pradesh
1490,2021,3,district,spsr nellore,34411958,77839676988.30869,andhra-pradesh
1491,2021,3,district,anantapur,30366444,70291248155.64975,andhra-pradesh
1492,2021,3,district,kurnool,26377809,62527453761.59807,andhra-pradesh
1493,2021,3,district,west godavari,26245039,66647238455.1675,andhra-pradesh
1494,2021,3,district,prakasam,24116580,63367713446.928055,andhra-pradesh
1495,2021,3,pincode,524002,10701326,23300508690.71216,andhra-pradesh
1496,2021,3,pincode,530026,9780096,22841763578.29273,andhra-pradesh
1497,2021,3,pincode,517501,5982442,11419848822.233982,andhra-pradesh
1498,2021,3,pincode,520002,5320101,14633600592.216694,andhra-pradesh
1499,2021,3,pincode,517507,4866065,9768221617.56348,andhra-pradesh
1500,2021,3,pincode,522001,4242875,11355623168.660927,andhra-pradesh
1501,2021,3,pincode,530016,4177023,7797927714.306906,andhra-pradesh
1502,2021,3,pincode,515001,4040160,8752025049.046715,andhra-pradesh
1503,2021,3,pincode,516001,3370675,8720115499.341372,andhra-pradesh
1504,2021,3,pincode,520010,3206301,6832329071.6628275,andhra-pradesh
1505,2021,4,district,visakhapatnam,82711538,159530099772.73474,andhra-pradesh
1506,2021,4,district,krishna,55489829,125015323207.89836,andhra-pradesh
1507,2021,4,district,chittoor,51119640,103985734663.73514,andhra-pradesh
1508,2021,4,district,guntur,50919286,115553993673.17336,andhra-pradesh
1509,2021,4,district,east godavari,48992531,106725597026.00357,andhra-pradesh
1510,2021,4,district,spsr nellore,41921081,92256405076.26547,andhra-pradesh
1511,2021,4,district,anantapur,36129136,81239787006.64764,andhra-pradesh
1512,2021,4,district,west godavari,33235175,81292461575.08183,andhra-pradesh
1513,2021,4,district,kurnool,31782248,73968947669.64754,andhra-pradesh
1514,2021,4,district,prakasam,27858275,71323060008.47623,andhra-pradesh
1515,2021,4,pincode,524002,14158439,30358274591.367683,andhra-pradesh
1516,2021,4,pincode,530026,10216678,24428085477.49295,andhra-pradesh
1517,2021,4,pincode,517501,7246667,13514835187.056923,andhra-pradesh
1518,2021,4,pincode,517507,5790910,11415016234.059563,andhra-pradesh
1519,2021,4,pincode,520002,5716025,15397268124.171196,andhra-pradesh
1520,2021,4,pincode,530016,5252680,9484946022.822403,andhra-pradesh
1521,2021,4,pincode,522001,4989759,13298088500.28115,andhra-pradesh
1522,2021,4,pincode,515001,4892740,10235401678.208153,andhra-pradesh
1523,2021,4,pincode,520010,4198904,8551737728.052567,andhra-pradesh
1524,2021,4,pincode,516001,4058071,10324818012.146276,andhra-pradesh
1525,2022,1,district,visakhapatnam,88233362,170120350591.26004,andhra-pradesh
1526,2022,1,district,krishna,61826199,139690081529.49048,andhra-pradesh
1527,2022,1,district,chittoor,58561024,117900595508.63399,andhra-pradesh
1528,2022,1,district,guntur,57226996,129673727687.08943,andhra-pradesh
1529,2022,1,district,east godavari,54738830,121067103712.79568,andhra-pradesh
1530,2022,1,district,spsr nellore,47645702,104895571602.13988,andhra-pradesh
1531,2022,1,district,anantapur,40613148,90197023268.43825,andhra-pradesh
1532,2022,1,district,west godavari,37271259,92397939903.60936,andhra-pradesh
1533,2022,1,district,kurnool,35093633,81568420500.54747,andhra-pradesh
1534,2022,1,district,prakasam,31340975,79494373254.71565,andhra-pradesh
1535,2022,1,pincode,524002,16133298,35123754551.39544,andhra-pradesh
1536,2022,1,pincode,530026,10293117,25355928765.674084,andhra-pradesh
1537,2022,1,pincode,517501,8062447,14807178133.005922,andhra-pradesh
1538,2022,1,pincode,517507,6660899,12913687866.526722,andhra-pradesh
1539,2022,1,pincode,520002,6254668,16297042494.467913,andhra-pradesh
1540,2022,1,pincode,522001,5691035,15226428277.57111,andhra-pradesh
1541,2022,1,pincode,515001,5585462,11393585212.479506,andhra-pradesh
1542,2022,1,pincode,530016,5554647,9991176892.061853,andhra-pradesh
1543,2022,1,pincode,516001,4513789,11365056779.562836,andhra-pradesh
1544,2022,1,pincode,520010,4492155,9108501441.854177,andhra-pradesh
1545,2022,2,district,visakhapatnam,101387402,193242841582.14282,andhra-pradesh
1546,2022,2,district,krishna,73525814,163997729295.93127,andhra-pradesh
1547,2022,2,district,chittoor,67507661,136435445124.75615,andhra-pradesh
1548,2022,2,district,guntur,66315749,147098141568.76227,andhra-pradesh
1549,2022,2,district,east godavari,62072845,135531452997.6391,andhra-pradesh
1550,2022,2,district,spsr nellore,54838708,121941082043.49483,andhra-pradesh
1551,2022,2,district,anantapur,46099366,102138758015.76915,andhra-pradesh
1552,2022,2,district,west godavari,44409239,107973244960.42824,andhra-pradesh
1553,2022,2,district,kurnool,40165692,92409350855.502,andhra-pradesh
1554,2022,2,district,prakasam,36163507,90435082545.97768,andhra-pradesh
1555,2022,2,pincode,524002,18822839,40556750377.6809,andhra-pradesh
1556,2022,2,pincode,530026,12256092,29600523030.089485,andhra-pradesh
1557,2022,2,pincode,517501,9320394,17071503296.033054,andhra-pradesh
1558,2022,2,pincode,517507,7667416,14863715364.820652,andhra-pradesh
1559,2022,2,pincode,520002,7584902,19447767871.79056,andhra-pradesh
1560,2022,2,pincode,530016,6470271,11522114399.303429,andhra-pradesh
1561,2022,2,pincode,515001,6291639,12847256630.386038,andhra-pradesh
1562,2022,2,pincode,522001,6073875,16041957319.95133,andhra-pradesh
1563,2022,2,pincode,520010,5301338,10747157085.983915,andhra-pradesh
1564,2022,2,pincode,516001,4927880,12452111307.590088,andhra-pradesh
1565,2022,3,district,visakhapatnam,97434546,181124419863.61444,andhra-pradesh
1566,2022,3,district,krishna,71051144,153770559025.69122,andhra-pradesh
1567,2022,3,district,chittoor,65751781,133053581631.63948,andhra-pradesh
1568,2022,3,district,guntur,65612317,141588522953.23773,andhra-pradesh
1569,2022,3,district,east godavari,61467134,129677722169.74829,andhra-pradesh
1570,2022,3,district,anantapur,45165363,97735649608.10074,andhra-pradesh
1571,2022,3,district,west godavari,43635951,101706854744.31876,andhra-pradesh
1572,2022,3,district,spsr nellore,42116582,95099325968.25974,andhra-pradesh
1573,2022,3,district,kurnool,39557913,88415335176.31995,andhra-pradesh
1574,2022,3,district,prakasam,35376080,87475230073.46387,andhra-pradesh
1575,2022,3,pincode,530026,10427710,24452749355.343765,andhra-pradesh
1576,2022,3,pincode,517501,9028550,16685152652.27945,andhra-pradesh
1577,2022,3,pincode,517507,7638906,14893051968.861427,andhra-pradesh
1578,2022,3,pincode,524002,6897466,17798259711.658493,andhra-pradesh
1579,2022,3,pincode,522001,6608575,14799455202.072798,andhra-pradesh
1580,2022,3,pincode,520002,6370783,17359205738.798397,andhra-pradesh
1581,2022,3,pincode,530016,6352195,11280121649.92772,andhra-pradesh
1582,2022,3,pincode,515001,6120942,12350133591.116642,andhra-pradesh
1583,2022,3,pincode,520010,5372903,10801020194.878735,andhra-pradesh
1584,2022,3,pincode,516001,5350632,13517253500.100548,andhra-pradesh
1585,2022,4,district,visakhapatnam,103790055,185306149744.73105,andhra-pradesh
1586,2022,4,district,krishna,76526667,157826011193.35443,andhra-pradesh
1587,2022,4,district,guntur,70723763,146938735166.52365,andhra-pradesh
1588,2022,4,district,chittoor,70322534,136840859888.18156,andhra-pradesh
1589,2022,4,district,east godavari,68016055,136531110139.86255,andhra-pradesh
1590,2022,4,district,anantapur,48299601,101533878537.23431,andhra-pradesh
1591,2022,4,district,west godavari,47919930,105335724990.59326,andhra-pradesh
1592,2022,4,district,kurnool,43524766,94667441029.08344,andhra-pradesh
1593,2022,4,district,spsr nellore,42582064,92085916180.68509,andhra-pradesh
1594,2022,4,district,prakasam,37211077,88105031866.36835,andhra-pradesh
1595,2022,4,pincode,530026,10249750,23326515677.88234,andhra-pradesh
1596,2022,4,pincode,517501,9601016,17160601029.470804,andhra-pradesh
1597,2022,4,pincode,517507,8255182,15452889827.310287,andhra-pradesh
1598,2022,4,pincode,530016,6770365,11575693176.866528,andhra-pradesh
1599,2022,4,pincode,515001,6566772,12647557281.819908,andhra-pradesh
1600,2022,4,pincode,522001,6419773,13879436431.018642,andhra-pradesh
1601,2022,4,pincode,520010,5887349,11108836639.890686,andhra-pradesh
1602,2022,4,pincode,518002,5810257,12488419884.161985,andhra-pradesh
1603,2022,4,pincode,520002,5685286,14883019280.330643,andhra-pradesh
1604,2022,4,pincode,516001,5545373,13027211098.677938,andhra-pradesh
1605,2023,1,district,visakhapatnam,164358781,277211090180.0,andhra-pradesh
1606,2023,1,district,krishna,122104381,238058890676.0,andhra-pradesh
1607,2023,1,district,chittoor,120192355,218037027226.0,andhra-pradesh
1608,2023,1,district,east godavari,115196449,223454724672.0,andhra-pradesh
1609,2023,1,district,guntur,114246185,226244225817.0,andhra-pradesh
1610,2023,1,district,anantapur,82127373,162287796625.0,andhra-pradesh
1611,2023,1,district,west godavari,79094558,165941144654.0,andhra-pradesh
1612,2023,1,district,kurnool,72405172,149100361797.0,andhra-pradesh
1613,2023,1,district,spsr nellore,71318689,143967164643.0,andhra-pradesh
1614,2023,1,district,prakasam,63671149,141672839638.0,andhra-pradesh
1615,2023,1,pincode,517501,15726677,25326343019.0,andhra-pradesh
1616,2023,1,pincode,517507,14231038,24727126661.0,andhra-pradesh
1617,2023,1,pincode,530016,11205270,18608492919.0,andhra-pradesh
1618,2023,1,pincode,515001,11202633,20163905001.0,andhra-pradesh
1619,2023,1,pincode,520010,9654796,17557392337.0,andhra-pradesh
1620,2023,1,pincode,518002,8884834,16390389002.0,andhra-pradesh
1621,2023,1,pincode,516001,8730141,19045859096.0,andhra-pradesh
1622,2023,1,pincode,520011,8055364,14095375533.0,andhra-pradesh
1623,2023,1,pincode,520007,7967416,15216553606.0,andhra-pradesh
1624,2023,1,pincode,530026,7954047,13507938696.0,andhra-pradesh
1625,2023,2,district,visakhapatnam,184918179,303874597259.0,andhra-pradesh
1626,2023,2,district,krishna,141748488,267001403933.0,andhra-pradesh
1627,2023,2,district,chittoor,136283483,245550525910.0,andhra-pradesh
1628,2023,2,district,guntur,132035450,254140764680.0,andhra-pradesh
1629,2023,2,district,east godavari,131243375,245134717109.0,andhra-pradesh
1630,2023,2,district,west godavari,92533269,187699526244.0,andhra-pradesh
1631,2023,2,district,anantapur,91695174,180050369328.0,andhra-pradesh
1632,2023,2,district,spsr nellore,82056071,165181391414.0,andhra-pradesh
1633,2023,2,district,kurnool,81475907,166991990104.0,andhra-pradesh
1634,2023,2,district,prakasam,73598725,158428689659.0,andhra-pradesh
1635,2023,2,pincode,517501,17533692,27847769343.0,andhra-pradesh
1636,2023,2,pincode,517507,16071649,27735983775.0,andhra-pradesh
1637,2023,2,pincode,530016,12677134,20503632033.0,andhra-pradesh
1638,2023,2,pincode,515001,12455688,22351199564.0,andhra-pradesh
1639,2023,2,pincode,520010,10965771,19535374795.0,andhra-pradesh
1640,2023,2,pincode,518002,9897206,18254635605.0,andhra-pradesh
1641,2023,2,pincode,516001,9681752,21118300896.0,andhra-pradesh
1642,2023,2,pincode,520011,9241075,15629118550.0,andhra-pradesh
1643,2023,2,pincode,520007,9092492,17011522677.0,andhra-pradesh
1644,2023,2,pincode,530026,8876516,14619851366.0,andhra-pradesh
1645,2023,3,district,visakhapatnam,209884966,328927220951.0,andhra-pradesh
1646,2023,3,district,krishna,159421907,279540224039.0,andhra-pradesh
1647,2023,3,district,chittoor,152863845,265404757144.0,andhra-pradesh
1648,2023,3,district,guntur,150246761,270651818044.0,andhra-pradesh
1649,2023,3,district,east godavari,148701666,260414286361.0,andhra-pradesh
1650,2023,3,district,anantapur,104539628,192477441164.0,andhra-pradesh
1651,2023,3,district,west godavari,102962058,191891823401.0,andhra-pradesh
1652,2023,3,district,spsr nellore,93875073,176593750929.0,andhra-pradesh
1653,2023,3,district,kurnool,92890445,172979053545.0,andhra-pradesh
1654,2023,3,district,prakasam,84447202,171207298619.0,andhra-pradesh
1655,2023,3,pincode,517501,19950308,30481660225.0,andhra-pradesh
1656,2023,3,pincode,517507,18601251,30773975506.0,andhra-pradesh
1657,2023,3,pincode,530016,14464077,22560828048.0,andhra-pradesh
1658,2023,3,pincode,515001,14092751,23787806856.0,andhra-pradesh
1659,2023,3,pincode,520010,12583902,21578557371.0,andhra-pradesh
1660,2023,3,pincode,518002,11433335,19448338656.0,andhra-pradesh
1661,2023,3,pincode,516001,11173043,22836561775.0,andhra-pradesh
1662,2023,3,pincode,520011,10750550,17171820378.0,andhra-pradesh
1663,2023,3,pincode,520007,10452102,18289265117.0,andhra-pradesh
1664,2023,3,pincode,530026,10339712,15999035746.0,andhra-pradesh
1665,2023,4,district,visakhapatnam,223584765,344512874812.0,andhra-pradesh
1666,2023,4,district,krishna,173309415,298339038877.0,andhra-pradesh
1667,2023,4,district,chittoor,163521593,274132458092.0,andhra-pradesh
1668,2023,4,district,east godavari,162793144,282329255747.0,andhra-pradesh
1669,2023,4,district,guntur,160724947,281806839570.0,andhra-pradesh
1670,2023,4,district,west godavari,114825704,209237892746.0,andhra-pradesh
1671,2023,4,district,anantapur,113698752,203367177888.0,andhra-pradesh
1672,2023,4,district,kurnool,103816175,190597527675.0,andhra-pradesh
1673,2023,4,district,spsr nellore,97721962,179306028468.0,andhra-pradesh
1674,2023,4,district,prakasam,89721677,174929737360.0,andhra-pradesh
1675,2023,4,pincode,517501,20947807,31651864587.0,andhra-pradesh
1676,2023,4,pincode,517507,19563362,31704706880.0,andhra-pradesh
1677,2023,4,pincode,515001,15058936,24656474833.0,andhra-pradesh
1678,2023,4,pincode,530016,14807835,22908401482.0,andhra-pradesh
1679,2023,4,pincode,520010,13194498,22073842410.0,andhra-pradesh
1680,2023,4,pincode,518002,12622748,20976834312.0,andhra-pradesh
1681,2023,4,pincode,516001,12291648,23977992414.0,andhra-pradesh
1682,2023,4,pincode,520011,11506163,18122767533.0,andhra-pradesh
1683,2023,4,pincode,520007,11138627,19087862152.0,andhra-pradesh
1684,2023,4,pincode,530026,10776659,16712123451.0,andhra-pradesh
1685,2024,1,district,visakhapatnam,238418938,363341573689.0,andhra-pradesh
1686,2024,1,district,krishna,186352072,316993492628.0,andhra-pradesh
1687,2024,1,district,chittoor,179903083,289620567340.0,andhra-pradesh
1688,2024,1,district,east godavari,179489444,306324309402.0,andhra-pradesh
1689,2024,1,district,guntur,173636233,297371276946.0,andhra-pradesh
1690,2024,1,district,west godavari,127602250,228733104931.0,andhra-pradesh
1691,2024,1,district,anantapur,125240418,212681689201.0,andhra-pradesh
1692,2024,1,district,kurnool,115036343,204805909023.0,andhra-pradesh
1693,2024,1,district,spsr nellore,108549115,190803645040.0,andhra-pradesh
1694,2024,1,district,prakasam,99550457,187480623851.0,andhra-pradesh
1695,2024,1,pincode,517501,22460833,32476323911.0,andhra-pradesh
1696,2024,1,pincode,517507,21155088,32810583577.0,andhra-pradesh
1697,2024,1,pincode,515001,15780104,24793022275.0,andhra-pradesh
1698,2024,1,pincode,530016,15216493,23101693785.0,andhra-pradesh
1699,2024,1,pincode,518002,13579522,21708522175.0,andhra-pradesh
1700,2024,1,pincode,520010,13437224,22023579078.0,andhra-pradesh
1701,2024,1,pincode,516001,13395301,25036328694.0,andhra-pradesh
1702,2024,1,pincode,520007,11732309,19602587978.0,andhra-pradesh
1703,2024,1,pincode,520011,11686035,18051723195.0,andhra-pradesh
1704,2024,1,pincode,530026,11146646,17184045480.0,andhra-pradesh
1705,2024,2,district,visakhapatnam,260339876,378402015204.0,andhra-pradesh
1706,2024,2,district,krishna,206843456,335127419350.0,andhra-pradesh
1707,2024,2,district,east godavari,197431466,319787453310.0,andhra-pradesh
1708,2024,2,district,chittoor,194201427,307619765473.0,andhra-pradesh
1709,2024,2,district,guntur,191134818,314056718623.0,andhra-pradesh
1710,2024,2,district,west godavari,143617131,249493284812.0,andhra-pradesh
1711,2024,2,district,anantapur,136536485,225723880453.0,andhra-pradesh
1712,2024,2,district,kurnool,127978397,213990808953.0,andhra-pradesh
1713,2024,2,district,spsr nellore,121146667,208460354672.0,andhra-pradesh
1714,2024,2,district,prakasam,112437837,202731369689.0,andhra-pradesh
1715,2024,2,pincode,517501,23986953,33556169821.0,andhra-pradesh
1716,2024,2,pincode,517507,22868631,34558591392.0,andhra-pradesh
1717,2024,2,pincode,515001,17089815,26453948910.0,andhra-pradesh
1718,2024,2,pincode,530016,16743937,23999827461.0,andhra-pradesh
1719,2024,2,pincode,518002,14494864,22561931344.0,andhra-pradesh
1720,2024,2,pincode,520010,14454346,22517180237.0,andhra-pradesh
